"Indicador","Ano","UF","Numerador - Obitos em menores de 5 anos estimados","Denominador - Nascidos vivos estimados","Fator"
"MRT.1.05",2018,51,861.0,59258.0,1000
"MRT.1.05",2018,52,1484.0,99724.0,1000
"MRT.1.05",2018,53,523.0,44185.0,1000
"MRT.1.05",2019,11,374.0,27091.0,1000
"MRT.1.05",2019,12,331.0,16631.0,1000
"MRT.1.05",2019,13,1539.0,78926.0,1000
"MRT.1.05",2019,14,348.0,15243.0,1000
"MRT.1.05",2019,15,2530.0,139591.0,1000
"MRT.1.05",2019,16,367.0,15934.0,1000
"MRT.1.05",2019,17,358.0,24874.0,1000
"MRT.1.05",2019,21,2017.0,115002.0,1000
"MRT.1.05",2019,22,818.0,48014.0,1000
"MRT.1.05",2019,23,1889.0,130999.0,1000
"MRT.1.05",2019,24,647.0,46266.0,1000
"MRT.1.05",2019,25,889.0,57621.0,1000
"MRT.1.05",2019,26,1904.0,134707.0,1000
"MRT.1.05",2019,27,801.0,50792.0,1000
"MRT.1.05",2019,28,634.0,32662.0,1000
"MRT.1.05",2019,29,3453.0,198902.0,1000
"MRT.1.05",2019,31,3487.0,257981.0,1000
"MRT.1.05",2019,32,704.0,55384.0,1000
"MRT.1.05",2019,33,3217.0,209338.0,1000
"MRT.1.05",2019,35,7566.0,584950.0,1000
"MRT.1.05",2019,41,1883.0,153987.0,1000
"MRT.1.05",2019,42,1080.0,98471.0,1000
"MRT.1.05",2019,43,1628.0,134638.0,1000
"MRT.1.05",2019,50,583.0,43975.0,1000
"MRT.1.05",2019,51,894.0,59503.0,1000
"MRT.1.05",2019,52,1486.0,97215.0,1000
"MRT.1.05",2019,53,454.0,42373.0,1000
"MRT.1.05",2020,11,390.0,25891.0,1000
"MRT.1.05",2020,12,301.0,15526.0,1000
"MRT.1.05",2020,13,1297.0,76834.0,1000
"MRT.1.05",2020,14,314.0,13992.0,1000
"MRT.1.05",2020,15,2379.0,134219.0,1000
"MRT.1.05",2020,16,319.0,15245.0,1000
"MRT.1.05",2020,17,320.0,23974.0,1000
"MRT.1.05",2020,21,1792.0,107530.0,1000
"MRT.1.05",2020,22,740.0,45475.0,1000
"MRT.1.05",2020,23,1687.0,123649.0,1000
"MRT.1.05",2020,24,577.0,43827.0,1000
"MRT.1.05",2020,25,815.0,56277.0,1000
"MRT.1.05",2020,26,1747.0,129878.0,1000
"MRT.1.05",2020,27,667.0,48717.0,1000
"MRT.1.05",2020,28,575.0,31670.0,1000
"MRT.1.05",2020,29,3118.0,190160.0,1000
"MRT.1.05",2020,31,3009.0,248739.0,1000
"MRT.1.05",2020,32,627.0,54177.0,1000
"MRT.1.05",2020,33,2883.0,200286.0,1000
"MRT.1.05",2020,35,6241.0,554290.0,1000
"MRT.1.05",2020,41,1587.0,146728.0,1000
"MRT.1.05",2020,42,1037.0,98411.0,1000
"MRT.1.05",2020,43,1294.0,130827.0,1000
"MRT.1.05",2020,50,543.0,42277.0,1000
"MRT.1.05",2020,51,830.0,57693.0,1000
"MRT.1.05",2020,52,1205.0,93505.0,1000
"MRT.1.05",2020,53,450.0,39336.0,1000
"MRT.1.05",2021,11,370.0,25575.0,1000
"MRT.1.05",2021,12,346.0,15865.0,1000
"MRT.1.05",2021,13,1433.0,79214.0,1000
"MRT.1.05",2021,14,361.0,14078.0,1000
"MRT.1.05",2021,15,2362.0,137868.0,1000
"MRT.1.05",2021,16,361.0,15504.0,1000
"MRT.1.05",2021,17,371.0,23946.0,1000
"MRT.1.05",2021,21,1808.0,110549.0,1000
"MRT.1.05",2021,22,723.0,45956.0,1000
"MRT.1.05",2021,23,1621.0,121406.0,1000
"MRT.1.05",2021,24,604.0,43696.0,1000
"MRT.1.05",2021,25,823.0,55860.0,1000
"MRT.1.05",2021,26,1817.0,127603.0,1000
"MRT.1.05",2021,27,772.0,49039.0,1000
"MRT.1.05",2021,28,518.0,31215.0,1000
"MRT.1.05",2021,29,3146.0,186696.0,1000
"MRT.1.05",2021,31,3018.0,243364.0,1000
"MRT.1.05",2021,32,709.0,52714.0,1000
"MRT.1.05",2021,33,2783.0,190319.0,1000
"MRT.1.05",2021,35,6359.0,525771.0,1000
"MRT.1.05",2021,41,1571.0,142543.0,1000
"MRT.1.05",2021,42,1026.0,96667.0,1000
"MRT.1.05",2021,43,1434.0,124505.0,1000
"MRT.1.05",2021,50,543.0,42263.0,1000
"MRT.1.05",2021,51,898.0,58426.0,1000
"MRT.1.05",2021,52,1304.0,91396.0,1000
"MRT.1.05",2021,53,478.0,38030.0,1000
"MRT.1.05",2022,11,411.0,24933.0,1000
"MRT.1.05",2022,12,312.0,14641.0,1000
"MRT.1.05",2022,13,1434.0,72938.0,1000
"MRT.1.05",2022,14,327.0,13420.0,1000
"MRT.1.05",2022,15,2292.0,128460.0,1000
"MRT.1.05",2022,16,310.0,14086.0,1000
"MRT.1.05",2022,17,354.0,22689.0,1000
"MRT.1.05",2022,21,1826.0,99074.0,1000
"MRT.1.05",2022,22,793.0,42595.0,1000
"MRT.1.05",2022,23,1589.0,113557.0,1000
"MRT.1.05",2022,24,574.0,40335.0,1000
"MRT.1.05",2022,25,911.0,50926.0,1000
"MRT.1.05",2022,26,1874.0,118542.0,1000
"MRT.1.05",2022,27,737.0,45816.0,1000
"MRT.1.05",2022,28,584.0,28455.0,1000
"MRT.1.05",2022,29,3157.0,175016.0,1000
"MRT.1.05",2022,31,3250.0,236208.0,1000
"MRT.1.05",2022,32,708.0,52078.0,1000
"MRT.1.05",2022,33,2860.0,181179.0,1000
"MRT.1.05",2022,35,6918.0,513506.0,1000
"MRT.1.05",2022,41,1765.0,140951.0,1000
"MRT.1.05",2022,42,1144.0,98535.0,1000
"MRT.1.05",2022,43,1482.0,121103.0,1000
"MRT.1.05",2022,50,623.0,40647.0,1000
"MRT.1.05",2022,51,1020.0,58452.0,1000
"MRT.1.05",2022,52,1387.0,90331.0,1000
"MRT.1.05",2022,53,456.0,35974.0,1000
"MRT.1.05",2023,11,361.0,23986.0,1000
"MRT.1.05",2023,12,314.0,14635.0,1000
"MRT.1.05",2023,13,1515.0,70824.0,1000
"MRT.1.05",2023,14,445.0,13407.0,1000
"MRT.1.05",2023,15,2314.0,126401.0,1000
"MRT.1.05",2023,16,342.0,13158.0,1000
"MRT.1.05",2023,17,345.0,23404.0,1000
"MRT.1.05",2023,21,1787.0,98158.0,1000
"MRT.1.05",2023,22,721.0,42293.0,1000
"MRT.1.05",2023,23,1544.0,112126.0,1000
"MRT.1.05",2023,24,531.0,39655.0,1000
"MRT.1.05",2023,25,797.0,51557.0,1000
"MRT.1.05",2023,26,1867.0,117182.0,1000
"MRT.1.05",2023,27,745.0,46550.0,1000
"MRT.1.05",2023,28,631.0,28934.0,1000
"MRT.1.05",2023,29,3004.0,171848.0,1000
"MRT.1.05",2023,31,3208.0,235198.0,1000
"MRT.1.05",2023,32,736.0,52507.0,1000
"MRT.1.05",2023,33,2838.0,176800.0,1000
"MRT.1.05",2023,35,6774.0,504453.0,1000
"MRT.1.05",2023,41,1775.0,140302.0,1000
"MRT.1.05",2023,42,1038.0,97006.0,1000
"MRT.1.05",2023,43,1395.0,121023.0,1000
"MRT.1.05",2023,50,662.0,40498.0,1000
"MRT.1.05",2023,51,1028.0,58948.0,1000
"MRT.1.05",2023,52,1339.0,92262.0,1000
"MRT.1.05",2023,53,474.0,35394.0,1000
"MRT.1.05",2024,11,0.0,0.0,1000
"MRT.1.05",2024,12,0.0,0.0,1000
"MRT.1.05",2024,13,0.0,0.0,1000
"MRT.1.05",2024,14,0.0,0.0,1000
"MRT.1.05",2024,15,0.0,0.0,1000
"MRT.1.05",2024,16,0.0,0.0,1000
"MRT.1.05",2024,17,0.0,0.0,1000
"MRT.1.05",2024,21,0.0,0.0,1000
"MRT.1.05",2024,22,0.0,0.0,1000
"MRT.1.05",2024,23,0.0,0.0,1000
"MRT.1.05",2024,24,0.0,0.0,1000
"MRT.1.05",2024,25,0.0,0.0,1000
"MRT.1.05",2024,26,0.0,0.0,1000
"MRT.1.05",2024,27,0.0,0.0,1000
"MRT.1.05",2024,28,0.0,0.0,1000
"MRT.1.05",2024,29,0.0,0.0,1000
"MRT.1.05",2024,31,0.0,0.0,1000
"MRT.1.05",2024,32,0.0,0.0,1000
"MRT.1.05",2024,33,0.0,0.0,1000
"MRT.1.05",2024,35,0.0,0.0,1000
"MRT.1.05",2024,41,0.0,0.0,1000
"MRT.1.05",2024,42,0.0,0.0,1000
"MRT.1.05",2024,43,0.0,0.0,1000
"MRT.1.05",2024,50,0.0,0.0,1000
"MRT.1.05",2024,51,0.0,0.0,1000
"MRT.1.05",2024,52,0.0,0.0,1000
"MRT.1.05",2024,53,0.0,0.0,1000
